0.037	0.037	0.084	0.084	-0.005	0.017	0.017	0.098	0.098	0.056	0.047	0.047	0.047	0.152	0.152	0.251	0.251	0.277	0.237	0.237	0.353	0.353	0.437	0.437	0.374	0.374	0.43	0.43	0.343	0.343	-0.089	-0.089	-0.312	-0.457	-0.457	-0.717	-0.717	-0.964	-0.964	-1.005	-1.005	-1.026	-1.026	-0.388	-0.388	0.608	0.608	0.608	1.136	1.017	0.777	0.569	0.233	0.233	-0.047	-0.047	-0.039	-0.039	-0.027	-0.027	-0.069	-0.044	-0.044	-0.036	-0.036	-0.062	-0.062	-0.013	-0.013	0.011	0.011																																																																																			
-0.313	-0.313	-0.325	-0.325	-0.3	-0.3	-0.433	-0.433	-0.433	-0.518	-0.518	-0.324	-0.125	-0.125	0.118	0.118	0.505	0.505	0.799	0.613	0.613	0.471	0.16	0.16	-0.324	-0.324	-0.428	-0.561	-0.561	-0.561	-0.741	-0.741	-0.7	-0.7	-0.246	-0.246	-0.246	0.559	0.559	0.885	0.885	0.885	0.904	0.904	0.419	-0.028	-0.028	-0.069	-0.049	-0.049	-0.07	-0.07	-0.081	-0.081	-0.047	-0.047	-0.047	0.004	0.004	-0.005	-0.001	0.008	0.008	-0.026	-0.026																																																																																									
-0.022	-0.022	-0.091	-0.091	-0.091	-0.213	-0.213	-0.358	-0.608	-0.608	-0.855	-0.855	-0.724	-0.724	-0.724	0.087	0.087	0.087	0.51	0.51	1.044	1.534	1.534	1.534	1.012	1.012	-0.392	-0.392	-0.614	-0.614	-0.681	-0.681	-0.839	-0.971	-0.971	-0.824	-0.824	-0.613	-0.613	-0.368	-0.368	-0.028	-0.028	0.422	0.422	1.05	1.05	1.05	0.895	0.895	0.895	0.078	0.078	-0.074	-0.074	-0.074	-0.041	0.016	0.048	0.017	0.017	-0.02	-0.02	-0.014	-0.014	-0.014	0.039	0.026	0.026	-0.019	-0.019	-0.041	0.019	0.019																																																																																
-0.052	-0.074	-0.074	-0.122	-0.122	-0.174	-0.238	-0.335	-0.425	-0.425	-0.32	-0.32	-0.411	-0.411	-0.607	-0.607	-0.72	-0.731	-0.731	-0.685	-0.629	-0.629	-0.485	-0.265	0.051	0.448	0.448	0.673	0.673	0.844	0.844	0.822	0.822	0.552	0.552	0.242	0.242	0.004	0.004	0.004	-0.277	-0.277	-0.313	-0.313	-0.484	-0.641	-0.641	-0.641	-0.718	-0.718	-0.72	-0.72	-0.599	-0.599	-0.599	0.38	0.38	0.646	0.646	1.006	1.006	1.315	1.315	1.599	1.599	1.25	1.25	1.25	0.693	0.693	0.269	0.001	-0.105	-0.105	-0.105	-0.202	-0.286	-0.286	-0.26	-0.26	-0.26	-0.135	-0.135	-0.038	-0.014	-0.014	-0.016	0.013	0.013	0.07	0.07	0.054	0.054	0.038	0.038	0.038	-0.027	-0.05	-0.05	-0.014	-0.014	0.001	-0.008	-0.048	-0.068	-0.068	-0.01	-0.01	0.077																																													
0	0	-0.019	-0.019	-0.019	0.173	0.173	-0.314	-0.314	-0.917	-0.917	-0.95	-0.987	-1.059	-1.059	-1.062	-1.062	-0.914	-0.914	-0.862	-0.862	-0.708	-0.708	-0.368	-0.368	-0.031	-0.031	0.191	0.191	0.191	0.729	0.729	1.169	1.169	1.169	1.73	1.73	2.097	1.596	1.596	-0.076	-0.076	0.12	0.12	0.12	-1.69	-1.69	-1.311	-1.311	-1.311	-1.048	-0.51	-0.51	0.155	0.155	0.622	0.622	0.971	1.722	1.722	1.825	1.825	-0.085	-0.085	0.051	0.051	-0.695	-0.695	-1.623	-1.623	-1.623	-1.482	-0.853	-0.853	-0.853	0.161	0.579	0.734	0.952	0.952	1.749	1.459	1.459	0.162	0.162	-0.074	0.095	0.095	0.148	0.148	0.118	0.118	0.054	0.054	0.005	0.005	-0.032	-0.032	-0.035	-0.035	-0.035	-0.002	0.021	0.021	0.028	0.028	0.015																																															
-0.037	-0.034	-0.098	-0.156	-0.156	-0.314	-0.314	-0.684	-0.684	-0.988	-0.988	-1.132	-1.254	-1.254	-1.349	-1.349	-1.349	-1.353	-1.353	-0.889	-0.647	-0.647	-0.405	-0.405	0.037	0.037	0.037	0.626	0.626	0.984	0.984	1.032	0.447	0.447	-0.017	-0.017	-0.017	-0.225	-0.184	-0.184	-0.216	-0.216	-0.308	-0.308	-0.328	-0.328	-0.328	-0.111	0.154	0.154	0.563	0.563	1.226	1.546	1.546	1.511	1.511	1.373	1.422	1.422	1.436	1.436	1.062	1.062	0.448	0.448	0.448	0.006	-0.24	-0.24	-0.149	-0.149	-0.084	-0.155	-0.155	-0.249	-0.249	-0.217	-0.102	-0.102	-0.022	-0.022	-0.006	-0.006	-0.022	-0.022	0.038	0.038	-0.024	-0.024	-0.024	-0.044	-0.044	-0.003	0.034	0.051	0.051	0.036	0.036	0.005	0.005	-0.02	-0.02	-0.001	-0.001	0.048	0.016	0.016	-0.008																																													
-0.039	-0.03	-0.03	-0.082	-0.082	-0.082	-0.193	-0.291	-0.291	-0.367	-0.367	-0.603	-0.603	-0.603	0.021	0.021	0.292	0.292	0.525	0.525	0.674	0.674	0.689	0.689	0.142	-0.653	-0.653	-1.061	-1.061	-1.443	-1.443	-1.582	-0.59	-0.59	0.496	0.496	1.216	1.216	1.505	1.505	1.851	1.851	1.742	1.742	1	0.064	0.064	-0.4	-0.4	-0.44	-0.3	-0.3	-0.3	-0.137	-0.137	-0.157	-0.157	-0.286	-0.226	-0.226	-0.056	-0.056	-0.007	-0.007	-0.007	-0.001	-0.001	-0.018	-0.018	0.013	0.013	-0.015	-0.015	-0.014	-0.014	0.043	0.043	0.016																																																																												
-0.015	0.001	0.001	-0.059	-0.122	-0.189	-0.373	-0.373	-0.606	-0.606	-0.906	-0.906	-0.863	-0.863	-0.55	-0.55	-0.279	-0.279	0.017	0.481	0.481	1.097	1.097	1.097	1.742	1.408	1.408	0.649	0.649	0.307	0.307	-0.068	-0.068	-0.355	-0.355	-0.452	-0.609	-0.609	-0.647	-0.647	-0.755	-0.755	-0.629	-0.629	-0.3	-0.3	0.147	0.596	0.596	0.809	0.809	0.809	0.643	0.376	0.376	0.107	0.107	-0.084	-0.084	0.014	0.014	0.014	0.26	0.247	0.247	0.111	0.111	0.126	0.002	0.002	-0.062	-0.062	-0.058	-0.058	-0.055	0.002	0.002	0.009	0.005	0.005																																																																										
-0.025	-0.041	-0.041	-0.093	-0.264	-0.264	-0.425	-0.425	-0.646	-0.646	-0.855	-0.855	-0.944	-0.944	-0.716	-0.716	-0.381	-0.381	-0.25	-0.218	-0.218	-0.172	-0.172	0.143	0.143	0.61	0.61	0.61	1.216	1.936	1.26	1.26	1.26	0.834	0.433	0.433	0.2	0.2	-0.199	-0.199	-0.392	-0.392	-0.392	-0.622	-0.826	-0.826	-1.003	-1.003	-0.911	-0.911	-0.911	0.486	0.486	0.794	0.794	0.795	0.539	0.539	0.23	0.23	0.23	-0.061	-0.061	-0.166	-0.071	-0.071	0.013	0.013	0.063	0.063	-0.074	-0.074	-0.091	-0.091	-0.021	-0.021	0.071	0.071	0.051	0.007	-0.031	-0.054	-0.054	-0.02	-0.02	0.04	0.04	0.029	0.029	-0.041	-0.041	-0.094	-0.094	-0.065	-0.065	0.023	0.023	0.049	-0.023	-0.023	-0.057	-0.057	-0.012	-0.012	0.027	0.027	0.031																																															
-0.132	-0.19	-0.345	-0.345	-0.444	-0.444	-0.506	-0.506	-0.482	-0.482	-0.412	-0.412	-0.33	-0.032	-0.032	0.52	0.52	1.089	1.089	1.121	1.121	0.859	0.859	0.278	0.278	-0.288	-0.288	-0.5	-0.5	-0.5	-0.89	-0.89	-0.866	-0.866	-0.866	-0.561	-0.096	-0.096	0.213	0.213	0.475	0.584	0.584	0.442	0.442	0.339	0.339	0.3	0.164	0.164	0.037	0.037	0.022	0.025	0.025	0.025	0.095	0.075	0.069	0.069																																																																																														
0.018	0.018	-0.014	-0.014	-0.025	-0.025	-0.13	-0.13	-0.238	-0.238	-0.265	-0.371	-0.371	-0.371	-0.346	-0.31	-0.31	-0.355	-0.355	-0.483	-0.483	-0.676	-0.676	-0.786	-0.734	-0.734	-0.669	-0.669	-0.549	-0.549	-0.366	-0.366	-0.108	-0.108	0.63	0.63	0.63	1.664	2.227	2.227	1.834	0.885	0.885	0.314	0.314	-0.076	-0.076	-0.349	-0.349	-0.646	-0.646	-1.07	-1.351	-1.351	-1.351	-1.176	-0.207	-0.207	0.7	0.7	1.136	1.136	1	1	0.548	-0.031	-0.031	-0.213	-0.264	-0.264	-0.184	-0.008	-0.008	0.025	0.025	-0.021	-0.021	-0.021	-0.056	-0.056	-0.057	-0.021	-0.021	0	0	0.022	0.022																																																																			
0.043	0.043	0	0	-0.057	-0.057	-0.033	-0.033	0.035	0.036	0.036	-0.018	-0.018	-0.014	-0.014	0.02	0.02	-0.009	-0.009	-0.064	-0.064	-0.064	-0.222	-0.222	-0.429	-0.604	-0.526	-0.526	-0.382	-0.382	-0.119	-0.119	0.36	0.36	0.993	0.993	1.251	0.882	0.882	0.355	0.355	0.013	0.013	-0.448	-0.448	-0.705	-0.705	-0.811	-0.811	-0.811	-0.846	-0.861	-0.861	-0.523	-0.523	0.277	0.988	0.988	1.128	1.128	0.741	0.741	0.259	0.259	-0.174	-0.311	-0.311	-0.079	-0.079	-0.079	0.079	0.059	0.059	-0.027	-0.027	-0.052	-0.052	0.052	0.052	0.051	0.019	0.019	0.019	0.007	0.007	-0.026	-0.018	-0.009	0.006	0.006	0.035	0.035	0.026	0.026	-0.012	-0.012	-0.018																																																									
-0.152	-0.189	-0.189	-0.23	-0.23	-0.199	-0.048	-0.048	0.356	0.356	1.148	1.148	1.555	1.24	1.24	1.24	0.706	0.097	0.097	-0.361	-0.361	-0.743	-0.743	-0.921	-0.921	-1.01	-1.01	-1.102	-1.039	-1.039	-1.039	-0.775	-0.534	-0.534	-0.301	-0.301	0.084	0.084	0.402	0.402	0.416	0.377	0.377	0.203	0.203	0.015	0.015	0.046	0.046	0.078	0.078	0.078	0.078	0.078	0.036	-0.004	0.01	0.01	0.047	0.047																																																																																														
-0.061	-0.061	-0.084	-0.084	-0.142	-0.142	-0.321	-0.437	-0.437	-0.609	-0.609	-0.727	-0.727	-0.668	-0.668	-0.63	-0.63	-0.577	-0.577	-0.472	-0.51	-0.51	-0.357	-0.357	0.021	0.367	0.367	0.596	0.596	1.615	1.615	2.648	2.648	2.786	2.786	1.943	1.943	1.943	1.238	1.238	0.74	0.482	0.482	0.298	0.1	0.1	-0.077	-0.077	-0.227	-0.227	-0.297	-0.297	-0.146	-0.001	-0.001	-0.024	-0.024	-0.076	-0.076	-0.076	-0.167	-0.125	-0.125	-0.011	-0.011	-0.011	0.078	0.078	0.007	0.007	-0.046	-0.039	-0.039	0.026	0.026	0.026	0.079	0.102	0.101	-0.006	-0.006	-0.078	-0.078	-0.078	-0.051	-0.051	0.01	0.071	0.071	0.09	-0.003	-0.003	-0.039	-0.039	-0.03	-0.03	-0.004	-0.004	0.044	0.04	0.04	-0.022	-0.022	-0.066	-0.019	-0.019	0.002	0.024	0.024	0.052	0.052	0.04	-0.015	-0.015	-0.051																																							
0.016	0.016	0.016	0.028	0.028	-0.033	-0.157	-0.157	-0.157	-0.341	-0.341	-0.453	-0.419	-0.419	-0.637	-0.637	-1.197	-1.197	-1.728	-1.934	-1.934	-1.97	-1.97	-1.833	-1.833	-1.254	-1.254	-0.939	-0.939	-0.519	0.148	0.148	0.148	0.42	1.019	1.019	2.047	2.604	2.604	2.604	2.252	2.252	1.335	1.335	0.684	0.458	0.458	0.189	0.189	-0.214	-0.214	-0.543	-0.756	-0.756	-0.756	-0.733	-0.733	-0.806	-0.719	-0.719	-0.286	-0.286	0.147	0.147	0.147	1.218	1.218	1.366	1.366	0.709	0.709	0.125	0.125	0	0	-0.035	-0.035	-0.077	-0.077	-0.077	-0.07	-0.07	0.009	0.009	0.009	0.02	0.02	0.031	0.061	0.061	0.105	0.129	0.153	0.122	0.122	-0.081	-0.081	-0.21	-0.092	-0.092	0.01	0.01	0.047	0.047	0.025	0.025	-0.052	-0.052	-0.086	-0.086	-0.086	-0.031	-0.031	0.027	0.061	0.06	0.06																																					
-0.014	-0.032	-0.032	-0.126	-0.126	-0.173	-0.173	-0.173	-0.682	-0.682	-1.138	-1.442	-1.442	-1.212	-0.834	-0.834	-0.909	-0.909	-0.73	-0.73	-0.73	-0.512	-0.512	-0.582	-0.328	-0.328	-0.119	-0.119	-0.119	-0.28	-0.349	-0.214	-0.214	-0.144	-0.144	-0.144	-0.11	-0.11	0.013	0.219	0.219	-0.081	-0.081	-0.081	-0.512	-0.512	-0.261	-0.261	-0.154	-0.154	-0.154	0.247	0.667	0.667	0.955	0.955	1.166	1.166	1.166	1.271	0.445	0.445	0.064	0.064	-0.237	-0.845	-0.845	-0.919	-0.919	-0.426	-0.426	-0.426	-0.01	-0.01	-0.189	0.328	0.328	1.198	1.198	2.14	2.02	2.02	1.002	1.002	1.046	1.046	1.046	0.874	0.874	0.4	-0.241	-0.241	-0.733	-1.415	-1.415	-0.591	-0.591	0.304	0.304	0.304	0.032	0.032	-0.057	-0.12	-0.12	-0.118	-0.118	-0.072	-0.072	-0.072	0.021	0.021	0.056	0.056	0.056	0.062																																						
0.005	0.005	-0.024	-0.024	-0.024	-0.038	0.333	0.333	-0.139	-0.139	-0.667	-0.667	-0.667	-0.673	-0.456	-0.303	-0.303	-0.212	-0.212	-0.209	-0.209	-0.407	-0.407	-0.383	-0.383	-0.315	-0.315	-0.315	-0.291	-0.291	-0.162	0.209	0.209	0.287	0.287	-0.184	-0.327	-0.327	-0.28	-0.28	0.323	-0.028	-0.028	0.444	0.444	0.885	0.885	1.45	1.45	1.965	1.965	2.462	2.462	1.711	1.711	1.711	0.793	0.793	0.291	-0.029	-0.029	0.172	0.172	-0.619	-0.876	-0.876	-0.72	-0.72	-0.778	-0.778	-0.968	-0.998	-0.998	-0.834	-0.834	-0.834	-0.533	-0.533	-0.533	-0.011	-0.011	-0.045	0.293	0.293	0.629	0.184	0.184	0.087	0.087	0.843	0.843	-0.024	-0.024	0.475	0.84	0.84	0.811	0.811	0.841	0.841	0.841	0.843	0.485	0.485	0.142	0.142	0.142	0.036	0.036	0.036	-0.004	-0.009	-0.009	0.005	0.005	0.013	0.013	0.019	0.019	0.018	0.018	0.021	0.015	0.015	0.015	0.028	0.028	0.044	0.023	0.023	0.009	0.009	0.01	0.01	0.006	0.006	0.015	0.026	0.026	0.017	0.007													
-0.089	-0.164	-0.164	-0.221	-0.221	-0.287	-0.287	-0.38	-0.38	-0.666	-0.666	-1.045	-1.045	-1.202	-1.202	-1.202	-1.179	-1.286	-1.286	-1.292	-1.292	-0.614	-0.614	-0.614	1.1	1.1	1.799	1.799	1.948	1.692	1.692	1.692	1.288	1.288	0.98	0.98	0.25	0.25	0.25	-0.59	-0.59	-0.675	-0.675	-0.867	-0.867	-1.235	-1.235	-1.197	-1.197	-0.589	-0.589	-0.589	0.207	0.207	0.663	0.879	1.346	1.346	1.346	1.813	1.659	1.659	0.974	0.974	0.974	0.263	-0.216	-0.216	-0.325	-0.325	-0.287	-0.301	-0.301	-0.487	-0.487	-0.471	-0.471	-0.356	-0.356	-0.356	-0.272	-0.147	-0.147	-0.186	-0.186	-0.129	0.075	0.075	0.149	0.149	0.136	0.136	0.052	0.052	0.052	0.013	0.011	0.011	0.023	0.023	0.049	0.026	0.026	-0.066	-0.066	-0.078	-0.078	-0.078	0.03	0.106	0.106	0.105	0.105	-0.054	-0.054	-0.091	-0.091	-0.091	0.063	0.063	0.06	0.06	-0.034																															
0.008	0.008	-0.018	-0.018	-0.032	-0.032	-0.032	0.019	-0.308	-0.308	-0.444	-0.477	-0.477	-0.366	-0.366	-0.366	-0.495	-0.717	-0.717	-0.74	-0.74	-0.817	-0.817	-0.671	-0.671	-0.498	-0.493	-0.45	-0.14	-0.14	0.099	0.099	0.287	0.287	0.287	0.329	0.504	0.504	0.708	0.708	0.867	0.867	1.533	1.654	1.654	1.437	1.437	0.749	0.289	0.289	0.289	0.036	0.036	-0.001	-0.001	-0.001	-1.341	-1.341	-1.554	-0.976	-0.976	-0.594	-0.594	-0.22	0.127	0.127	0.441	0.441	0.441	0.894	0.894	1.352	1.352	1.406	0.612	0.612	0.056	0.056	-0.008	0.109	0.109	0.128	0.128	0.128	0.083	0.083	0.027	-0.019	-0.019	-0.043	-0.043	-0.043	-0.013	-0.013	0.018	0.018	0.041	0.041	0.041	0.033	0.015	0.015	-0.004																																																			
-0.043	-0.054	-0.054	-0.017	-0.017	0.015	0.015	0.076	0.274	0.274	0.518	0.518	0.518	0.567	0.331	0.331	0.058	0.058	-0.188	-0.188	-0.442	-0.442	-0.442	-1.557	-1.557	-1.557	-1.787	-1.787	-1.206	-0.557	-0.557	-0.082	-0.082	0.456	0.456	0.866	0.866	1.204	1.204	1.239	1.239	1.092	1.092	1.092	0.709	0.226	0.007	0.007	0.083	0.083	0.08	0.08	-0.079	-0.079	-0.067	-0.067	-0.053	-0.053	-0.029	0.022	0.022	0.017	0.017	-0.017	-0.017	-0.044	-0.044	-0.025																																																																																						
-0.023	-0.049	-0.049	-0.095	-0.116	-0.116	-0.199	-0.199	-0.299	-0.299	-0.417	-0.417	-0.538	-0.538	-0.505	-0.505	-0.505	-0.17	0.242	0.836	0.836	0.836	1.344	1.5	1.5	1.207	1.207	0.671	0.671	0.362	0.362	-0.089	-0.089	-0.437	-0.437	-0.678	-0.678	-1.084	-1.282	-1.282	-1.348	-1.348	-1.162	-1.162	-0.503	0.157	0.157	0.422	0.623	0.623	0.66	0.66	0.485	0.482	0.482	0.458	0.458	0.38	0.38	0.38	0.306	0.306	0.124	-0.113	-0.113	-0.108	-0.108	-0.108	-0.012	-0.012	0.004	0.004	-0.064	-0.064	-0.054	-0.054	0.054	0.054	0.043	0.043	0.023	0.023	0.023	-0.003	-0.076	-0.052	-0.052	0.077	0.077	0.049	0.049	-0.023	-0.023	-0.065	-0.065	-0.019	0.073	0.073	0.06	0.06	0.041	0.025	-0.04	-0.04	-0.031	-0.031	0.046	0.046	0.044	0.044	0.044	-0.027	-0.061	-0.061	-0.045	-0.045	0.039	0.071	0.071	0.005	0.005	-0.055	-0.055	-0.033	0.043	0.043	0.035	0.035	0.035	0.011	0.011	-0.027	-0.036	-0.024	0.063	0.063	0.056	0.056	0	0	-0.036	-0.036	-0.025											
-0.069	-0.069	-0.069	-0.077	-0.075	-0.057	-0.057	-0.103	-0.103	-0.084	-0.084	0.01	0.01	0.033	0.04	0.04	0.16	0.16	0.49	0.49	0.49	1.007	1.007	1.142	0.744	0.744	0.258	-0.124	-0.124	-0.162	-0.162	-0.164	-0.164	-0.368	-0.368	-0.717	-1.136	-1.136	-1.018	-1.018	-0.389	-0.389	-0.225	-0.225	-0.1	-0.1	0.043	0.043	0.043	0.062	0.062	0.083	0.083	0.083	0.113	0.113	0.061	-0.062	-0.062	-0.058	-0.018	-0.018	0.031	0.031	0.057	0.057																																																																																								
-0.01	-0.01	-0.012	-0.012	-0.094	-0.094	-0.094	-0.025	-0.06	-0.06	-0.265	-0.265	-0.098	-0.098	0.023	0.023	-0.007	0.087	0.087	0.181	0.181	-0.036	-0.366	-0.366	-0.366	-0.448	-0.448	-0.484	-0.484	-0.484	-0.731	-0.731	-0.731	-0.731	-0.221	-0.221	0.444	0.444	0.86	0.86	1.138	1.147	1.147	0.656	0.656	0.095	0.095	-0.036	-0.036	-0.028	-0.044	-0.044	-0.063	-0.085	-0.085	-0.062	-0.024	-0.024	-0.058	-0.058	0.023	0.023	0.023	0.063	0.063	0.035	0.035	0.035	0.001	0.001	0.029	0.021																																																																																		
-0.08	-0.115	-0.115	-0.199	-0.199	-0.191	-0.191	-0.217	-0.217	-0.217	-0.284	0.081	0.081	0.55	0.55	0.861	0.852	0.852	0.745	0.745	0.168	0.168	0.168	-0.198	-0.198	-0.471	-0.652	-0.652	-0.764	-0.873	-0.873	-0.464	-0.464	0.094	0.094	0.291	0.519	0.519	0.519	0.544	0.544	0.13	0.13	-0.224	-0.318	-0.318	-0.541	-0.541	-0.461	-0.461	-0.003	-0.003	0.441	0.441	0.517	0.517	0.362	0.362	0.362	0.184	0.124	0.093	0.093	0.093	0.053	-0.001	-0.001	-0.059	-0.059	-0.112	-0.112	-0.074	-0.074	0.008	0.034	0.034	0.04	0.04	0.024	0.024	0.032	0.032	0.028	0.028																																																																						
0.036	-0.08	-0.08	-0.08	-0.165	-0.298	-0.298	-0.555	-0.555	-0.71	-0.71	-0.829	-0.829	-0.459	-0.459	0.257	0.781	0.781	1.013	1.013	1.103	1.103	1.098	1.098	0.751	0.751	0.414	0.055	0.055	0.055	-0.523	-0.61	-0.551	-0.261	-0.261	-0.038	-0.038	-0.045	-0.045	-0.045	-0.068	-0.068	-0.041	-0.041	-0.041	-0.001	-0.005																																																																																																											
-0.183	-0.183	-0.24	-0.449	-0.449	-0.555	-0.613	-0.613	-0.588	-0.588	-0.208	-0.208	-0.208	0.353	0.942	0.942	1.09	1.09	0.953	0.581	0.581	0.103	0.103	-0.141	-0.301	-0.301	-0.317	-0.317	-0.158	-0.158	0.21	0.552	0.552	0.559	0.559	0.42	0.42	0.42	0.25	-0.003	-0.003	-0.243	-0.243	-0.243	-0.257	-0.257	-0.201	-0.201	-0.11	-0.11	-0.11	-0.015	0.002	0.002	-0.023	-0.023	0.001	-0.011	-0.011	-0.002																																																																																														
-0.083	-0.083	-0.137	-0.137	-0.16	-0.16	-0.167	-0.167	-0.28	-0.28	-0.543	-0.543	-0.793	-0.793	-0.77	-0.77	-0.591	-0.591	-0.272	0.059	0.497	1.643	1.643	2.598	2.598	1.893	1.893	1.068	0.79	0.79	0.79	0.272	0.272	-0.221	-0.221	-0.221	-1.147	-1.147	-1.518	-1.518	-1.518	-1.214	-1.214	-1.214	-0.867	-0.867	-0.472	-0.472	0.224	0.224	0.968	1.077	1.077	0.941	0.941	0.928	0.928	0.612	0.612	0.167	0.167	-0.213	-0.213	-0.224	-0.224	0.009	0.009	0.048	0.024	0.024	-0.028	-0.028	-0.068	-0.068	-0.01	-0.01	-0.01	0.055	0.055	0.039	-0.029	-0.029	-0.037	0.041	0.041	0.094	0.094	0.026	0.026	-0.032	-0.032	-0.059	0.006	0.006	0.03	0.03	0.027	0.027	-0.012	-0.012	-0.015	-0.015	0.035	0.035	0.089	0.089	0.089	0.088	0.025	0.025	-0.044	-0.044	-0.062	-0.042	-0.016	0.045	0.045																																					
